chromatin	start	end	width	strand	name	score	annotation	geneChr	geneStart	geneEnd	geneLength	geneStrand	geneId	transcriptId	distanceToTSS	ENSEMBL	SYMBOL	GENENAME
chr20	1876688	1877168	481	*	chr20.144	40.472404	Promoter	20	1876085	1920540	44456	1	140885	uc002wft.3	603	ENSG00000198053	SIRPA	signal regulatory protein alpha
chr20	1878682	1878977	296	*	chr20.145	31.820597	Intron (uc002wfq.3/140885, intron 2 of 8)	20	1876085	1920540	44456	1	140885	uc002wft.3	2597	ENSG00000198053	SIRPA	signal regulatory protein alpha
chr20	1880960	1881727	768	*	chr20.146	54.11158	Intron (uc002wfq.3/140885, intron 2 of 8)	20	1876085	1920540	44456	1	140885	uc002wft.3	4875	ENSG00000198053	SIRPA	signal regulatory protein alpha
chr20	1887604	1887877	274	*	chr20.147	11.805551	Intron (uc002wfq.3/140885, intron 2 of 8)	20	1876085	1920540	44456	1	140885	uc002wft.3	11519	ENSG00000198053	SIRPA	signal regulatory protein alpha
chr20	1909160	1909247	88	*	chr20.148	11.315227	Intron (uc002wfq.3/140885, intron 7 of 8)	20	1876085	1920540	44456	1	140885	uc002wft.3	33075	ENSG00000198053	SIRPA	signal regulatory protein alpha
chr20	1909353	1909440	88	*	chr20.149	11.315227	Intron (uc002wfq.3/140885, intron 7 of 8)	20	1876085	1920540	44456	1	140885	uc002wft.3	33268	ENSG00000198053	SIRPA	signal regulatory protein alpha
chr20	1933445	1933677	233	*	chr20.150	21.136984	Intron (uc002wfu.1/uc002wfu.1, intron 2 of 3)	20	1959402	1973452	14051	2	5173	uc010gaj.3	39775	ENSG00000101327	PDYN	prodynorphin
chr20	1976587	1976840	254	*	chr20.151	16.338001	Intron (uc002wfu.1/uc002wfu.1, intron 3 of 3)	20	1959402	1974931	15530	2	5173	uc021vzu.1	-1656	ENSG00000101327	PDYN	prodynorphin
chr20	1987415	1987652	238	*	chr20.152	19.408314	Exon (uc002wfu.1/uc002wfu.1, exon 4 of 4)	20	1959402	1974931	15530	2	5173	uc021vzu.1	-12484	ENSG00000101327	PDYN	prodynorphin
chr20	2082256	2083809	1554	*	chr20.153	64.68491	Promoter	20	2082528	2129198	46671	1	140901	uc002wfw.4	0	ENSG00000125834	STK35	serine/threonine kinase 35
chr20	2083933	2084004	72	*	chr20.154	11.191229	Promoter	20	2083414	2129198	45785	1	140901	uc010zpu.2	519	ENSG00000125834	STK35	serine/threonine kinase 35
chr20	2084591	2084836	246	*	chr20.155	17.36409	Intron (uc002wfw.4/140901, intron 2 of 3)	20	2083414	2129198	45785	1	140901	uc010zpu.2	1177	ENSG00000125834	STK35	serine/threonine kinase 35
chr20	2149029	2149271	243	*	chr20.156	18.360916	Distal Intergenic	20	2083414	2129198	45785	1	140901	uc010zpu.2	65615	ENSG00000125834	STK35	serine/threonine kinase 35
chr20	2155100	2155360	261	*	chr20.157	13.784906	Distal Intergenic	20	2083414	2129198	45785	1	140901	uc010zpu.2	71686	ENSG00000125834	STK35	serine/threonine kinase 35
chr20	2155798	2156140	343	*	chr20.158	24.21196	Distal Intergenic	20	2083414	2129198	45785	1	140901	uc010zpu.2	72384	ENSG00000125834	STK35	serine/threonine kinase 35
chr20	2188232	2188639	408	*	chr20.159	20.509336	Distal Intergenic	20	2276613	2321725	45113	1	7053	uc002wfx.4	-87974	ENSG00000125780	TGM3	transglutaminase 3
chr20	2217072	2217320	249	*	chr20.160	16.510132	Distal Intergenic	20	2276613	2321725	45113	1	7053	uc002wfx.4	-59293	ENSG00000125780	TGM3	transglutaminase 3
chr20	2269703	2269991	289	*	chr20.161	11.92937	Distal Intergenic	20	2276613	2321725	45113	1	7053	uc002wfx.4	-6622	ENSG00000125780	TGM3	transglutaminase 3
chr20	2270207	2270237	31	*	chr20.162	10.865575	Distal Intergenic	20	2276613	2321725	45113	1	7053	uc002wfx.4	-6376	ENSG00000125780	TGM3	transglutaminase 3
chr20	2281794	2282421	628	*	chr20.163	64.70872	Intron (uc002wfx.4/7053, intron 1 of 12)	20	2276613	2321725	45113	1	7053	uc002wfx.4	5181	ENSG00000125780	TGM3	transglutaminase 3
chr20	2297479	2297754	276	*	chr20.164	11.679917	Exon (uc002wfx.4/7053, exon 6 of 13)	20	2276613	2321725	45113	1	7053	uc002wfx.4	20866	ENSG00000125780	TGM3	transglutaminase 3
chr20	2320107	2320412	306	*	chr20.165	29.669382	Intron (uc002wfx.4/7053, intron 11 of 12)	20	2361554	2413399	51846	1	343641	uc002wfy.1	-41142	ENSG00000166948	TGM6	transglutaminase 6
chr20	2332574	2332871	298	*	chr20.166	31.260653	Distal Intergenic	20	2361554	2413399	51846	1	343641	uc002wfy.1	-28683	ENSG00000166948	TGM6	transglutaminase 6
chr20	2354686	2354928	243	*	chr20.167	18.360916	Distal Intergenic	20	2361554	2413399	51846	1	343641	uc002wfy.1	-6626	ENSG00000166948	TGM6	transglutaminase 6
chr20	2356839	2357114	276	*	chr20.168	11.740989	Distal Intergenic	20	2361554	2413399	51846	1	343641	uc002wfy.1	-4440	ENSG00000166948	TGM6	transglutaminase 6
chr20	2359683	2359926	244	*	chr20.169	17.90184	Distal Intergenic	20	2361554	2413399	51846	1	343641	uc002wfy.1	-1628	ENSG00000166948	TGM6	transglutaminase 6
chr20	2364937	2365170	234	*	chr20.170	20.989025	Intron (uc002wfy.1/343641, intron 1 of 12)	20	2361554	2413399	51846	1	343641	uc010gal.1	3383	ENSG00000166948	TGM6	transglutaminase 6
chr20	2367798	2368103	306	*	chr20.171	29.678947	Intron (uc002wfy.1/343641, intron 1 of 12)	20	2361554	2413399	51846	1	343641	uc010gal.1	6244	ENSG00000166948	TGM6	transglutaminase 6
chr20	2371326	2371724	399	*	chr20.172	19.739424	Intron (uc002wfy.1/343641, intron 1 of 12)	20	2361554	2413399	51846	1	343641	uc010gal.1	9772	ENSG00000166948	TGM6	transglutaminase 6
chr20	2451190	2451904	715	*	chr20.173	123.57805	Promoter	20	2442281	2451499	9219	2	6628	uc002wfz.1	0	ENSG00000125835	SNRPB	small nuclear ribonucleoprotein polypeptides B and B1
chr20	2452710	2452946	237	*	chr20.174	20.182669	Distal Intergenic	20	2446882	2451499	4618	2	6628	uc010gan.3	-1211	ENSG00000125835	SNRPB	small nuclear ribonucleoprotein polypeptides B and B1
chr20	2478509	2478769	261	*	chr20.175	14.040896	Intron (uc002wge.1/79175, intron 2 of 5)	20	2462467	2473565	11099	2	79175	uc002wgd.1	-4944	ENSG00000088876	ZNF343	zinc finger protein 343
chr20	2489370	2490253	884	*	chr20.176	40.911045	Promoter	20	2462467	2489778	27312	2	79175	uc002wge.1	0	ENSG00000088876	ZNF343	zinc finger protein 343
chr20	2505089	2505519	431	*	chr20.177	42.35147	Promoter	20	2462467	2505165	42699	2	79175	uc010gao.1	0	ENSG00000088876	ZNF343	zinc finger protein 343
chr20	2507785	2508021	237	*	chr20.178	20.246346	Distal Intergenic	20	2462467	2505165	42699	2	79175	uc010gao.1	-2620	ENSG00000088876	ZNF343	zinc finger protein 343
chr20	2514169	2514402	234	*	chr20.179	21.147028	Distal Intergenic	20	2517253	2622430	105178	1	117532	uc002wgf.1	-2851	ENSG00000149488	TMC2	transmembrane channel like 2
chr20	2516871	2516905	35	*	chr20.180	10.896375	Promoter	20	2517253	2622430	105178	1	117532	uc002wgf.1	-348	ENSG00000149488	TMC2	transmembrane channel like 2
chr20	2517129	2517163	35	*	chr20.181	10.896375	Promoter	20	2517253	2622430	105178	1	117532	uc002wgf.1	-90	ENSG00000149488	TMC2	transmembrane channel like 2
chr20	2549372	2549620	249	*	chr20.182	16.510132	Intron (uc002wgf.1/117532, intron 4 of 19)	20	2539102	2594666	55565	1	117532	uc010zpx.1	10270	ENSG00000149488	TMC2	transmembrane channel like 2
chr20	2598028	2598262	235	*	chr20.183	20.862938	Intron (uc002wgf.1/117532, intron 16 of 19)	20	2633178	2639039	5862	1	10528	uc002wgh.3	-34916	ENSG00000101361	NOP56	NOP56 ribonucleoprotein
chr20	2630972	2631239	268	*	chr20.184	12.477329	Distal Intergenic	20	2633178	2639039	5862	1	10528	uc002wgh.3	-1939	ENSG00000101361	NOP56	NOP56 ribonucleoprotein
chr20	2632658	2633409	752	*	chr20.185	114.9249	Promoter	20	2633178	2639039	5862	1	10528	uc002wgh.3	0	ENSG00000101361	NOP56	NOP56 ribonucleoprotein
chr20	2633577	2633811	235	*	chr20.186	21.117016	Promoter	20	2633674	2639039	5366	1	10528	uc002wgi.3	0	ENSG00000101361	NOP56	NOP56 ribonucleoprotein
chr20	2644369	2645031	663	*	chr20.187	23.675045	Promoter	20	2639041	2644865	5825	2	3420	uc002wgp.4	0	ENSG00000101365	IDH3B	isocitrate dehydrogenase 3 (NAD(+)) beta
chr20	2671841	2672083	243	*	chr20.188	18.261122	Distal Intergenic	20	2673524	2740754	67231	1	57593	uc002wgs.4	-1441	ENSG00000088881	EBF4	EBF family member 4
chr20	2676444	2676678	235	*	chr20.189	20.368189	Intron (uc002wgs.4/57593, intron 2 of 17)	20	2673524	2740754	67231	1	57593	uc002wgt.4	2920	ENSG00000088881	EBF4	EBF family member 4
chr20	2705142	2705207	66	*	chr20.190	11.14331	Intron (uc002wgs.4/57593, intron 7 of 17)	20	2673524	2740754	67231	1	57593	uc002wgt.4	31618	ENSG00000088881	EBF4	EBF family member 4
chr20	2705361	2705426	66	*	chr20.191	11.14331	Intron (uc002wgs.4/57593, intron 7 of 17)	20	2673524	2740754	67231	1	57593	uc002wgt.4	31837	ENSG00000088881	EBF4	EBF family member 4
chr20	2722028	2722260	233	*	chr20.192	21.035772	Intron (uc002wgs.4/57593, intron 7 of 17)	20	2673524	2740754	67231	1	57593	uc002wgt.4	48504	ENSG00000088881	EBF4	EBF family member 4
chr20	2740570	2740814	245	*	chr20.193	17.636564	3' UTR	20	2774715	2781292	6578	2	56265	uc002wgu.3	40478	ENSG00000088882	CPXM1	carboxypeptidase X, M14 family member 1
chr20	2753571	2753827	257	*	chr20.194	14.549757	Distal Intergenic	20	2774715	2781292	6578	2	56265	uc002wgu.3	27465	ENSG00000088882	CPXM1	carboxypeptidase X, M14 family member 1
chr20	2776339	2776357	19	*	chr20.195	10.801873	Exon (uc002wgu.3/56265, exon 11 of 14)	20	2774715	2781292	6578	2	56265	uc002wgu.3	4935	ENSG00000088882	CPXM1	carboxypeptidase X, M14 family member 1
chr20	2776617	2776635	19	*	chr20.196	10.801873	Exon (uc002wgu.3/56265, exon 10 of 14)	20	2774715	2781292	6578	2	56265	uc002wgu.3	4657	ENSG00000088882	CPXM1	carboxypeptidase X, M14 family member 1
chr20	2798821	2799071	251	*	chr20.197	16.1551	Distal Intergenic	20	2796976	2797804	829	1	100288797	uc002wgx.2	1845	ENSG00000198326	TMEM239	transmembrane protein 239
chr20	2819008	2819241	234	*	chr20.198	20.75734	Exon (uc002wgz.2/64773, exon 6 of 8)	20	2815961	2821348	5388	2	64773	uc002wgz.2	2107	ENSG00000132635	PCED1A	PC-esterase domain containing 1A
chr20	2821176	2821641	466	*	chr20.199	25.432291	Promoter	20	2821373	2847378	26006	1	64601	uc002whe.3	0	ENSG00000215305	VPS16	VPS16, CORVET/HOPS core subunit
chr20	2853424	2853665	242	*	chr20.200	19.286596	Promoter	20	2854142	2968751	114610	1	5786	uc010zqb.1	-477	ENSG00000132670	PTPRA	protein tyrosine phosphatase, receptor type A
chr20	2853834	2854699	866	*	chr20.201	70.893135	Promoter	20	2854142	2968751	114610	1	5786	uc010zqb.1	0	ENSG00000132670	PTPRA	protein tyrosine phosphatase, receptor type A
chr20	2891888	2892124	237	*	chr20.202	20.049902	Intron (uc002whj.3/5786, intron 5 of 27)	20	2903853	3019315	115463	1	5786	uc002whn.3	-11729	ENSG00000132670	PTPRA	protein tyrosine phosphatase, receptor type A
chr20	2964747	2964786	40	*	chr20.203	10.914734	Intron (uc002whj.3/5786, intron 10 of 27)	20	2967411	3019315	51905	1	5786	uc002who.3	-2625	ENSG00000132670	PTPRA	protein tyrosine phosphatase, receptor type A
chr20	2964893	2965222	330	*	chr20.204	31.231293	Intron (uc002whj.3/5786, intron 10 of 27)	20	2967411	3019315	51905	1	5786	uc002who.3	-2189	ENSG00000132670	PTPRA	protein tyrosine phosphatase, receptor type A
chr20	3020086	3020321	236	*	chr20.205	20.664143	Distal Intergenic	20	3024268	3026391	2124	1	2797	uc002whp.1	-3947	ENSG00000125787	GNRH2	gonadotropin releasing hormone 2
chr20	3026126	3027335	1210	*	chr20.206	118.088356	Promoter	20	3026675	3028896	2222	1	64949	uc002whs.3	0	ENSG00000125901	MRPS26	mitochondrial ribosomal protein S26
chr20	3057520	3057754	235	*	chr20.207	20.862938	Distal Intergenic	20	3052266	3053162	897	1	5020	uc002wht.1	5254	ENSG00000101405	OXT	oxytocin/neurophysin I prepropeptide
chr20	3072405	3072671	267	*	chr20.208	12.641579	Distal Intergenic	20	3063202	3065370	2169	2	551	uc002whu.3	-7035	ENSG00000101200	AVP	arginine vasopressin
chr20	3075263	3075516	254	*	chr20.209	15.363697	Distal Intergenic	20	3063202	3065370	2169	2	551	uc002whu.3	-9893	ENSG00000101200	AVP	arginine vasopressin
chr20	3088305	3088546	242	*	chr20.210	18.69962	Promoter	20	3087557	3131513	43957	1	100134015	uc002whv.1	748	ENSG00000235958	UBOX5-AS1	UBOX5 antisense RNA 1
chr20	3092120	3092392	273	*	chr20.211	11.909692	Exon (uc002whv.1/100134015, exon 5 of 7)	20	3087557	3131513	43957	1	100134015	uc002whv.1	4563	ENSG00000235958	UBOX5-AS1	UBOX5 antisense RNA 1
chr20	3137886	3138394	509	*	chr20.212	69.43009	Intron (uc002whw.4/22888, intron 1 of 4)	20	3088219	3140556	52338	2	22888	uc002whw.4	2162	ENSG00000185019	UBOX5	U-box domain containing 5
chr20	3140487	3140726	240	*	chr20.213	20.730524	Promoter	20	3088219	3140556	52338	2	22888	uc002whw.4	0	ENSG00000185019	UBOX5	U-box domain containing 5
chr20	3145278	3145512	235	*	chr20.214	21.0218	Exon (uc002wia.1/9762, exon 3 of 3)	20	3143273	3149207	5935	2	9762	uc002wia.1	3695	ENSG00000088899	LZTS3	leucine zipper tumor suppressor family member 3
chr20	3153810	3154477	668	*	chr20.215	68.86914	Promoter	20	3143273	3154192	10920	2	9762	uc002wib.1	0	ENSG00000088899	LZTS3	leucine zipper tumor suppressor family member 3
chr20	3168939	3169173	235	*	chr20.216	20.589357	Downstream (1-2kb)	20	3143273	3154192	10920	2	9762	uc002wib.1	-14747	ENSG00000088899	LZTS3	leucine zipper tumor suppressor family member 3
chr20	3184536	3185461	926	*	chr20.217	52.84241	Promoter	20	3171012	3185295	14284	2	65992	uc002wic.3	0	ENSG00000198171	DDRGK1	DDRGK domain containing 1
chr20	3189490	3189898	409	*	chr20.218	20.1246	Promoter	20	3189514	3204516	15003	1	3704	uc031rse.1	0	ENSG00000125877	ITPA	inosine triphosphatase
chr20	3190099	3190133	35	*	chr20.219	10.888493	Promoter	20	3190134	3204516	14383	1	3704	uc002wie.4	-1	ENSG00000125877	ITPA	inosine triphosphatase
chr20	3190558	3190798	241	*	chr20.220	18.652391	Promoter	20	3190134	3204516	14383	1	3704	uc002wif.4	424	ENSG00000125877	ITPA	inosine triphosphatase
chr20	3203210	3203306	97	*	chr20.221	11.376592	Intron (uc031rse.1/3704, intron 6 of 6)	20	3190134	3204516	14383	1	3704	uc002wif.4	13076	ENSG00000125877	ITPA	inosine triphosphatase
chr20	3203393	3203489	97	*	chr20.222	11.376592	Intron (uc031rse.1/3704, intron 6 of 6)	20	3190134	3204516	14383	1	3704	uc002wif.4	13259	ENSG00000125877	ITPA	inosine triphosphatase
chr20	3208245	3208521	277	*	chr20.223	11.541287	3' UTR	20	3208063	3218373	10311	2	83959	uc002wig.3	9852	ENSG00000088836	SLC4A11	solute carrier family 4 member 11
chr20	3209430	3209670	241	*	chr20.224	18.746822	Exon (uc002wig.3/83959, exon 16 of 19)	20	3208063	3218373	10311	2	83959	uc002wig.3	8703	ENSG00000088836	SLC4A11	solute carrier family 4 member 11
chr20	3212245	3212299	55	*	chr20.225	11.048061	Intron (uc002wig.3/83959, intron 6 of 18)	20	3208063	3218373	10311	2	83959	uc002wig.3	6074	ENSG00000088836	SLC4A11	solute carrier family 4 member 11
chr20	3212478	3212532	55	*	chr20.226	11.048061	Intron (uc002wig.3/83959, intron 6 of 18)	20	3208063	3218373	10311	2	83959	uc002wig.3	5841	ENSG00000088836	SLC4A11	solute carrier family 4 member 11
chr20	3215198	3215435	238	*	chr20.227	19.873774	Exon (uc002wig.3/83959, exon 2 of 19)	20	3208063	3218373	10311	2	83959	uc002wig.3	2938	ENSG00000088836	SLC4A11	solute carrier family 4 member 11
chr20	3229594	3229690	97	*	chr20.228	11.376592	Downstream (<1kb)	20	3208063	3219887	11825	2	83959	uc010zqf.2	-9707	ENSG00000088836	SLC4A11	solute carrier family 4 member 11
chr20	3229777	3229873	97	*	chr20.229	11.376592	Downstream (<1kb)	20	3208063	3219887	11825	2	83959	uc010zqf.2	-9890	ENSG00000088836	SLC4A11	solute carrier family 4 member 11
chr20	3251997	3252257	261	*	chr20.230	13.913009	Intron (uc002wij.3/25943, intron 20 of 27)	20	3208063	3219887	11825	2	83959	uc010zqf.2	-32110	ENSG00000088836	SLC4A11	solute carrier family 4 member 11
chr20	3255039	3255072	34	*	chr20.231	10.880503	Intron (uc002wij.3/25943, intron 20 of 27)	20	3208063	3219887	11825	2	83959	uc010zqf.2	-35152	ENSG00000088836	SLC4A11	solute carrier family 4 member 11
chr20	3255300	3255333	34	*	chr20.232	10.880503	Intron (uc002wij.3/25943, intron 20 of 27)	20	3208063	3219887	11825	2	83959	uc010zqf.2	-35413	ENSG00000088836	SLC4A11	solute carrier family 4 member 11
chr20	3383722	3383968	247	*	chr20.233	21.305346	Intron (uc002wii.3/25943, intron 1 of 36)	20	3229948	3388309	158362	2	25943	uc002wii.3	4341	ENSG00000088854	C20orf194	chromosome 20 open reading frame 194
chr20	3388083	3388854	772	*	chr20.234	48.08649	Promoter	20	3229948	3388309	158362	2	25943	uc002wii.3	0	ENSG00000088854	C20orf194	chromosome 20 open reading frame 194
chr20	3389283	3389635	353	*	chr20.235	38.573704	Promoter	20	3303299	3388587	85289	2	25943	uc010gay.1	-696	ENSG00000088854	C20orf194	chromosome 20 open reading frame 194
chr20	3400899	3401133	235	*	chr20.236	20.862938	Distal Intergenic	20	3303299	3388587	85289	2	25943	uc010gay.1	-12312	ENSG00000088854	C20orf194	chromosome 20 open reading frame 194
chr20	3410934	3411360	427	*	chr20.237	15.864554	Distal Intergenic	20	3303299	3388587	85289	2	25943	uc010gay.1	-22347	ENSG00000088854	C20orf194	chromosome 20 open reading frame 194
chr20	3433531	3433764	234	*	chr20.238	21.242401	Distal Intergenic	20	3451665	3596550	144886	1	8455	uc002wil.2	-17901	ENSG00000088812	ATRN	attractin
chr20	3440570	3440806	237	*	chr20.239	20.015764	Distal Intergenic	20	3451665	3596550	144886	1	8455	uc002wil.2	-10859	ENSG00000088812	ATRN	attractin
chr20	3447206	3447478	273	*	chr20.240	11.9094095	Distal Intergenic	20	3451665	3596550	144886	1	8455	uc002wil.2	-4187	ENSG00000088812	ATRN	attractin
chr20	3451171	3451829	659	*	chr20.241	38.23024	Promoter	20	3451665	3596550	144886	1	8455	uc002wil.2	0	ENSG00000088812	ATRN	attractin
chr20	3452105	3452648	544	*	chr20.242	22.476944	Promoter	20	3451665	3631769	180105	1	8455	uc002wim.2	440	ENSG00000088812	ATRN	attractin
chr20	3561166	3561564	399	*	chr20.243	21.561012	Intron (uc002wil.2/8455, intron 15 of 24)	20	3639939	3644046	4108	2	64096	uc002win.3	82482	ENSG00000125861	GFRA4	GDNF family receptor alpha 4
chr20	3575841	3576115	275	*	chr20.244	11.7728195	Intron (uc002wil.2/8455, intron 20 of 24)	20	3639939	3644046	4108	2	64096	uc002win.3	67931	ENSG00000125861	GFRA4	GDNF family receptor alpha 4
chr20	3639494	3639981	488	*	chr20.245	64.95784	3' UTR	20	3639939	3644046	4108	2	64096	uc002win.3	4065	ENSG00000125861	GFRA4	GDNF family receptor alpha 4
chr20	3642556	3642828	273	*	chr20.246	11.983701	Intron (uc002win.3/64096, intron 1 of 5)	20	3639939	3644046	4108	2	64096	uc002win.3	1218	ENSG00000125861	GFRA4	GDNF family receptor alpha 4
chr20	3647076	3647314	239	*	chr20.247	20.283688	Downstream (1-2kb)	20	3641173	3644046	2874	2	64096	uc002wip.1	-3030	ENSG00000125861	GFRA4	GDNF family receptor alpha 4
chr20	3650405	3650421	17	*	chr20.248	10.791179	Promoter	20	3648618	3650540	1923	2	80332	uc002wiq.1	119	ENSG00000149451	ADAM33	ADAM metallopeptidase domain 33
chr20	3650685	3650701	17	*	chr20.249	10.791179	Promoter	20	3648618	3650540	1923	2	80332	uc002wiq.1	-145	ENSG00000149451	ADAM33	ADAM metallopeptidase domain 33
chr20	3652993	3653070	78	*	chr20.250	11.241186	Intron (uc002wir.1/80332, intron 13 of 21)	20	3648620	3654394	5775	2	80332	uc002wis.3	1324	ENSG00000149451	ADAM33	ADAM metallopeptidase domain 33
chr20	3653189	3653504	316	*	chr20.251	12.10248	Promoter	20	3648620	3654394	5775	2	80332	uc002wis.3	890	ENSG00000149451	ADAM33	ADAM metallopeptidase domain 33
chr20	3671787	3671862	76	*	chr20.252	11.223374	Intron (uc002wiz.4/6614, intron 17 of 19)	20	3667619	3673778	6160	2	6614	uc002wjb.1	1916	ENSG00000088827	SIGLEC1	sialic acid binding Ig like lectin 1
chr20	3671995	3672070	76	*	chr20.253	11.223374	Exon (uc002wiz.4/6614, exon 17 of 20)	20	3667619	3673778	6160	2	6614	uc002wjb.1	1708	ENSG00000088827	SIGLEC1	sialic acid binding Ig like lectin 1
chr20	3674847	3675099	253	*	chr20.254	16.690208	Exon (uc002wiz.4/6614, exon 12 of 20)	20	3667619	3673778	6160	2	6614	uc002wjb.1	-1069	ENSG00000088827	SIGLEC1	sialic acid binding Ig like lectin 1
chr20	3678892	3678928	37	*	chr20.255	10.898735	Intron (uc002wiz.4/6614, intron 7 of 19)	20	3667619	3673778	6160	2	6614	uc002wjb.1	-5114	ENSG00000088827	SIGLEC1	sialic acid binding Ig like lectin 1
chr20	3679133	3679567	435	*	chr20.256	18.944721	Intron (uc002wiz.4/6614, intron 7 of 19)	20	3667619	3673778	6160	2	6614	uc002wjb.1	-5355	ENSG00000088827	SIGLEC1	sialic acid binding Ig like lectin 1
chr20	3697535	3697568	34	*	chr20.257	10.881293	Distal Intergenic	20	3667617	3687775	20159	2	6614	uc002wja.3	-9760	ENSG00000088827	SIGLEC1	sialic acid binding Ig like lectin 1
chr20	3697796	3697829	34	*	chr20.258	10.880503	Distal Intergenic	20	3667617	3687775	20159	2	6614	uc002wja.3	-10021	ENSG00000088827	SIGLEC1	sialic acid binding Ig like lectin 1
chr20	3720788	3721026	239	*	chr20.259	19.283007	Intron (uc002wjd.3/116835, intron 2 of 12)	20	3713317	3733758	20442	1	116835	uc010zqj.2	7471	ENSG00000132622	HSPA12B	heat shock protein family A (Hsp70) member 12B
chr20	3725735	3726101	367	*	chr20.260	36.000618	5' UTR	20	3713317	3733758	20442	1	116835	uc010zqj.2	12418	ENSG00000132622	HSPA12B	heat shock protein family A (Hsp70) member 12B
chr20	3729327	3729563	237	*	chr20.261	19.837503	Intron (uc002wjd.3/116835, intron 8 of 12)	20	3713317	3733758	20442	1	116835	uc010zqj.2	16010	ENSG00000132622	HSPA12B	heat shock protein family A (Hsp70) member 12B
chr20	3730442	3730679	238	*	chr20.262	19.873774	Exon (uc002wjd.3/116835, exon 10 of 13)	20	3713317	3733758	20442	1	116835	uc010zqj.2	17125	ENSG00000132622	HSPA12B	heat shock protein family A (Hsp70) member 12B
